SEMS_ACTIVE_SITES.RG,SEMS_ACTIVE_SITES.SITE_ID,SEMS_ACTIVE_SITES.SITE_EPA_ID,SEMS_ACTIVE_SITES.SITE_NAME,SEMS_ACTIVE_SITES.SITE_STRT_ADRS1,SEMS_ACTIVE_SITES.SITE_STRT_ADRS2,SEMS_ACTIVE_SITES.SITE_CITY_NAME,SEMS_ACTIVE_SITES.SITE_STATE,SEMS_ACTIVE_SITES.SITE_ZIP_CODE,SEMS_ACTIVE_SITES.SITE_CONG_DISTRICT,SEMS_ACTIVE_SITES.SITE_CNTY_NAME,SEMS_ACTIVE_SITES.SITE_FIPS_CODE,SEMS_ACTIVE_SITES.LATITUDE,SEMS_ACTIVE_SITES.LONGITUDE,SEMS_ACTIVE_SITES.ALT_AGREEMENT,SEMS_ACTIVE_SITES.NPL,SEMS_ACTIVE_SITES.FF,SEMS_ACTIVE_SITES.NON_NPL_STATUS
1,101188,NHD981889629,MOHAWK TANNERY,FAIRMONT STREET,,NASHUA,NH,3060,2,HILLSBOROUGH,33011,42.765569,-71.487778,N,Proposed for NPL,N,
1,101521,NHD982200826,GILFORD FIRE TRAINING,LILY POND ROAD,,GILFORD,NH,3246,1,BELKNAP,33001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101550,NHD982200867,REGIS TANNERY,MANCHESTER STREET,,RAYMOND,NH,3077,1,ROCKINGHAM,33015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102004,NHD986468429,MILTONIA MANAGEMENT INC.(GREENE TANNERY),WATER STREET (MILTON MILLS),,MILTON,NH,3852,1,STRAFFORD,33017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102041,NHD986469195,GRUHN ENGINE REPAIR,35 WEARE ROAD,,HAMPTON FALLS,NH,3844,1,ROCKINGHAM,33015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102007,NHD986483436,FLYNN'S CAR CARE CENTER (FORMER),94 PORTSMOUTH AVE,,EXETER,NH,03833-2109,1,ROCKINGHAM,33015,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101208,NHD989090469,TIBBETTS ROAD,TIBBETTS RD.,,BARRINGTON,NH,3825,1,STRAFFORD,33017,43.18,-71.0347,N,Currently on the Final NPL,N,
1,101210,NHD990717647,OTTATI & GOSS/KINGSTON STEEL DRUM,HAVERHILL RD RTE 125,,KINGSTON,NH,3848,1,ROCKINGHAM,33015,42.897219,-71.080561,N,Currently on the Final NPL,N,
1,101059,NHN000101059,MACOSKO FOUNDRY,187 Chance Pond Road,,FRANKLIN,NH,3235,2,MERRIMACK,33013,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101771,NHN000101771,NH MARBLE & FIBERGLASS (FORMER),19 Elm Street,,DERRY,NH,03038-2301,1,ROCKINGHAM,33015,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101906,NHN000101906,NASHUA DRY CLEANER,84 CANAL STREET,,NASHUA,NH,3064,2,HILLSBOROUGH,33011,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,101918,NHN000101918,28 MAIN STREET AREA,28 MAIN STREET,,RAYMOND,NH,3077,1,ROCKINGHAM,33015,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102034,NHN000102034,SOUTHBRIDGE INDUSTRIAL PARK - CENTRAL PORTION OF HOWE DRIVE,"2, 3, 5 Howe Drive",,AMHERST,NH,03031-2362,2,HILLSBOROUGH,33011,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102037,NHN000102037,SOUTHBRIDGE INDUSTRIAL PARK - SOUTHERN PORTION OF CALDWELL DRIVE,"11, 13, 14, 15, 15A Caldwell Drive",,AMHERST,NH,03031-2307,2,HILLSBOROUGH,33011,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102297,NHN000102297,NORTH STREET AND WASHINGTON STREET AREA,"NORTH STREET, WASHINGTON STREET, BROAD STREET",,CLAREMONT,NH,3743,2,SULLIVAN,33019,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102821,NHN000102821,HUGHEY STREET,41 Hughey Street,,NASHUA,NH,3064,2,HILLSBOROUGH,33011,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102852,NHN000102852,WRIGHT AVENUE,12 Wright Avenue,,MERRIMACK,NH,3054,1,HILLSBOROUGH,33011,,,N,Site is Part of NPL Site,N,
1,102022,RID987468139,MCKEE'S GARAGE (FORMER),1379 DIAMOND HILL ROAD,,CUMBERLAND,RI,2864,1,PROVIDENCE,44007,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102201,RID987473378,ATLANTIC TUBING CO.,165 MILL STREET,,CRANSTON,RI,2905,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102612,RID987480910,NINIGRET PARK,"NINIGRET PARK (LOTS 45-1, 45-2)",,CHARLESTOWN,RI,2813,2,WASHINGTON,44009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102618,RID987492485,FOSTER NIKE CONTROL AREA,THEODORE FOSTER DRIVE,,FOSTER,RI,2825,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102662,RID987493301,BUTTONWOOD INDUSTRIAL COMPLEX,40-45 BUTTONWOOD STREET,,BRISTOL,RI,2809,1,BRISTOL,44001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102679,RID987493335,LONG WHARF AREA,CORNER OF LONG WHARF & WASHINGTON STREET,,NEWPORT,RI,2840,1,NEWPORT,44005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102680,RID987493343,KITTAY AND BLITZ INC.,12 INDUSTRIAL LANE,,JOHNSTON,RI,2919,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102706,RID987493822,TRUK-AWAY LANDFILL,INDUSTRIAL DRIVE,,WARWICK,RI,2886,2,KENT,44003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101913,RID991302407,INTERNATIONAL DEPOSITORY,"BUILDING 885, QUONSET POINT",,NORTH KINGSTOWN,RI,2881,2,WASHINGTON,44009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,100206,RIN000100206,Mann Chemical Sulfuric Acid Spill,3134 Post Road,,WARWICK,RI,2886,2,KENT,44003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,100718,RIN000100718,FUTURE FINISHING MACHINE SHOP,178 George Waterman Road,,JOHNSTON,RI,2919,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101022,RIN000101022,CAPE COD ICE AMMONIA INCIDENT,1 NAYES AVENUE,,EAST PROVIDENCE,RI,2916,1,PROVIDENCE,44007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101693,RIN000101693,L&L GAS AND SERVICE STATION (FORMER),1326 Westminster Street,,PROVIDENCE,RI,02909-1414,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102026,RIN000102026,254 OLD GREAT ROAD PROPERTY,254 OLD GREAT ROAD,,NORTH SMITHFIELD,RI,02896-7700,1,PROVIDENCE,44007,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102218,RIN000102218,FOREST AVENUE/WEST MAIN ROAD AREA,1259 WEST MAIN ROAD,,MIDDLETOWN,RI,02842-6391,1,NEWPORT,44005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102230,RIN000102230,NARGANST DRIVE AREA/LADD CENTER (FORMER),64 A&B NARGANST DRIVE,,EXETER,RI,2822,2,WASHINGTON,44009,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102266,RIN000102266,TRIMTOWN ROAD / ROCKLAND ROAD AREA,94 TRIMTOWN ROAD,,SCITUATE,RI,02857-1959,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102268,RIN000102268,CAROLINA BACK ROAD/OLD SHANNOCK ROAD AREA,363 CAROLINA BACK ROAD,,CHARLESTOWN,RI,02813-3810,,,,,,N,Not on the NPL,N,"SI Ongoing"
1,103145,RIN000103145,NORTH KINGSTOWN ARMY AIR SUPPORT FACILITY,104 AIRPORT STREET,,NORTH KINGSTOWN,RI,2852,,WASHINGTON,44009,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
1,103195,RIN000103195,GREEN HILL ROAD (20),20 GREEN HILL ROAD,,JOHNSTON,RI,2919,2,PROVIDENCE,44007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,105221,RIN000105221,MECHANIC STREET GROUNDWATER CONTAMINATION,254 - 270 MECHANIC STREET,,NORTH SMITHFIELD,RI,02896-7721,1,PROVIDENCE,44007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,105871,RIN000105871,BIRCH SWAMP ROAD,BIRCH SWAMP ROAD,,WARREN,RI,2885,1,BRISTOL,44001,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101435,VTD000509174,"TANSITOR ELECTRONICS, INC.",WEST RD,,BENNINGTON,VT,5201,0,BENNINGTON,50003,42.877781,-73.266669,N,Deleted from the Final NPL,N,
1,101437,VTD000860239,OLD SPRINGFIELD LANDFILL,WILL DEAN RD,,SPRINGFIELD,VT,5156,0,WINDSOR,50027,43.272781,-72.466669,N,Currently on the Final NPL,N,
1,101446,VTD002083434,GENERAL ELECTRIC CO LAKESIDE AVE PLANT,LAKESIDE AVENUE,,BURLINGTON,VT,5401,1,CHITTENDEN,50007,,,N,Site is Part of NPL Site,N,
1,101659,VTD002428894,HARBOUR INDUSTRIES,2065 SHELBURNE ROAD (RTE 7),,SHELBURNE,VT,5482,1,CHITTENDEN,50007,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,101860,VTD003938388,JONES AND LAMSON,160 Clinton Street,,SPRINGFIELD,VT,5156,1,WINDSOR,50027,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101450,VTD003965415,BURGESS BROTHERS LANDFILL,RTE 9,,WOODFORD,VT,5201,0,BENNINGTON,50003,42.878061,-73.150139,N,Currently on the Final NPL,N,
1,102282,VTD048141741,"JARD COMPANY, INC.",259 BOWEN ROAD,,BENNINGTON,VT,5201,0,BENNINGTON,50003,42.888861,-73.189111,N,Currently on the Final NPL,N,
1,101461,VTD058539859,INTERSTATE UNIFORM SERVICES CO,BRUSH HILL ROAD,,WILLIAMSTOWN,VT,5679,1,ORANGE,50017,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,102228,VTD064440365,WHITNEY BLAKE COMPANY OF VERMONT,INDUSTRIAL DRIVE,,ROCKINGHAM (BELLOW FALLS),VT,5101,1,WINDHAM,50025,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,101463,VTD069910354,POWNAL TANNERY,ROUTE 346,,POWNAL,VT,5261,0,BENNINGTON,50003,42.797167,-73.26575,N,Currently on the Final NPL,N,
1,101464,VTD071095731,RATHE BROTHER'S LANDFILL,RATHE ROAD,BOX 81,COLCHESTER,VT,5446,1,CHITTENDEN,50007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101468,VTD095247185,BOISE CASCADE/SOUTH LANDFILL,POOR FARM ROAD,,SHELDON,VT,5483,1,FRANKLIN,50011,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101470,VTD098352545,COMMERCE STREET PLUME,96 COMMERCE STREET (FORMLY 15 COMMERCE STREET),,WILLISTON,VT,5495,0,CHITTENDEN,50007,44.452583,-73.121389,N,Currently on the Final NPL,N,
1,101473,VTD118078989,FAIRBANKS MORSE FOUNDRY,WESTERN AVENUE,,ST. JOHNSBURY,VT,5819,1,CALEDONIA,50005,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
1,101475,VTD980520092,BFI SANITARY LANDFILL (ROCKINGHAM),RTE 5,,ROCKINGHAM,VT,5101,0,WINDHAM,50025,43.226389,-72.439719,N,Currently on the Final NPL,N,
1,101476,VTD980520100,BURLINGTON MUNICIPAL DISPOSAL GROUNDS,INTERVALE AVENUE,,BURLINGTON,VT,5401,1,CHITTENDEN,50007,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101477,VTD980520118,DARLING HILL DUMP,OFF RTE 114,,LYNDON,VT,5851,0,CALEDONIA,50005,44.5545,-71.9844,N,Deleted from the Final NPL,N,
1,101479,VTD980523062,PINE STREET CANAL,PINE STREET,,BURLINGTON,VT,5401,0,CHITTENDEN,50007,44.466669,-73.218061,N,Currently on the Final NPL,N,
1,101481,VTD980914881,RUTLAND CITY LANDFILL,GLEASON ROAD,,RUTLAND,VT,5701,1,RUTLAND,50021,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101491,VTD981062441,PARKER SANITARY LANDFILL,LILY POND RD.,,LYNDON,VT,5849,0,CALEDONIA,50005,44.518611,-71.989439,N,Currently on the Final NPL,N,
1,101493,VTD981064223,BENNINGTON MUNICIPAL SANITARY LANDFILL,OFF HOUGHTON LANE,,BENNINGTON,VT,5201,0,BENNINGTON,50003,42.922219,-73.197781,N,Currently on the Final NPL,N,
1,101502,VTD981215775,BELL AIRCRAFT DUMP (FORMER),LAKESIDE AVENUE,,BURLINGTON,VT,5401,1,CHITTENDEN,50007,,,N,Site is Part of NPL Site,N,
1,101503,VTD981885270,BOISE CASCADE/NORTH LANDFILL/LAGOON,RT 105,,SHELDON,VT,5483,1,FRANKLIN,50011,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101661,VTD982542672,BARNET LANDFILL,TOWN HIGHWAY NO. 14,,BARNET,VT,5821,1,CALEDONIA,50005,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101668,VTD982542714,DERBY LINE DUMP,ELM STREET,,DERBY,VT,5829,0,ORLEANS,50019,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
1,101670,VTD982542771,PROCTOR DUMP,JOHN DEERE ROAD,,PITTSFORD,VT,5763,1,RUTLAND,50021,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,101667,VTD982542797,KOCHER DRIVE DUMP,KOCHER DRIVE,,BENNINGTON,VT,5201,1,BENNINGTON,50003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101864,VTD982748410,WEST BURKE AUTO BODY,ROUTE 5,,BURKE,VT,5781,1,CALEDONIA,50005,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,101779,VTD988366126,ATLAS MISSILE S-2,OFF ROUTE 2,,ALBURG,VT,5440,1,GRAND ISLE,50013,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
1,101780,VTD988366134,ATLAS MISSILE S-3,OFF MIDDLE ROAD,,SWANTON,VT,5488,1,FRANKLIN,50011,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
1,101795,VTD988366142,ST. JOHNSBURY DUMP,HIGH STREET,,ST. JOHNSBURY,VT,5819,1,CALEDONIA,50005,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102003,VTD988366431,HARBOUR INDUSTRIES (FORMER),73-74 HEGEMAN DRIVE,,COLCHESTER,VT,5482,1,CHITTENDEN,50007,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102065,VTD988366571,ELY COPPER MINE,TOWN HIGHWAY 38,,VERSHIRE,VT,5079,0,ORANGE,50017,43.927447,-72.285506,N,Currently on the Final NPL,N,
1,102067,VTD988366597,GAWET MARBLE & GRANITE INC,OFF MARBLE STREET EXTENSION,,WEST RUTLAND,VT,5777,1,RUTLAND,50021,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102071,VTD988366621,ELIZABETH MINE,MINE ROAD,,STRAFFORD,VT,5070,0,ORANGE,50017,43.823889,-72.328889,N,Currently on the Final NPL,N,
1,102127,VTD988366670,SPACE RESEARCH INC,NORTH JAY ROAD,,JAY,VT,5859,1,ORLEANS,50019,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
1,102126,VTD988366688,ST.  ALBANS GAS & LIGHT PROPERTY (FORMER),38 AND 40 MAPLE STREET,,ST ALBANS,VT,05478-2132,0,FRANKLIN,50011,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102124,VTD988366704,FRANKLIN STREET AREA,4 FRANKLIN STREET,,MONTPELIER,VT,05602-2449,0,WASHINGTON,50023,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
1,102121,VTD988366720,PIKE HILL COPPER MINE,PIKE HILL ROAD,,CORINTH,VT,5039,0,ORANGE,50017,44.057333,-72.306917,N,Currently on the Final NPL,N,
1,102217,VTD988367025,STEAMTOWN USA (FORMER),ROUTE 5,,ROCKINGHAM,VT,5101,1,WINDHAM,50025,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,102215,VTN000102215,ROUTE 279 EAST,0 Furnace Brook Road,,BURLINGTON,VT,5201,1,CHITTENDEN,50007,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,102384,VTN000102384,ELMWOOD AVE,Elmwood Ave,,BURLINGTON,VT,5401,1,,,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,103156,VTN000103156,BUCKLEY DRIVE WATERLINE,"BUCKLEY, NORTHSIDE DR, MORSE, HARMON RDS",,BENNINGTON,VT,5201,0,BENNINGTON,50003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,104354,VTN000104354,BAKERS STORE,SOUTH SIDE OF ROUTE 113,,THETFORD,VT,,,ORANGE,50017,,,N,Not on the NPL,N,"Status Not Specified"
1,105222,VTN000105222,VERMONT ASBESTOS GROUP MINE,OFF OF MINES ROAD/NORTH ROAD,,LOWELL AND EDEN,VT,5847,0,LAMOILLE,50015,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,105857,VTN000105857,VERMONT MILL PROPERTY,160 BENMONT AVENUE,,BENNINGTON,VT,5201,0,BENNINGTON,50003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,106031,VTN000106031,PARKWAY DRY CLEANERS,18 UNION STREET,,WHITE RIVER JUNCTION,VT,5001,,WINDSOR,50027,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
1,106153,VTN000106153,AAA ACCREDITED PEST CONTROL,1542 COLD RIVER ROAD,,RUTLAND,VT,5701,1,RUTLAND,50021,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
1,101677,VTR000519892,SIMMONDS PRECISION INC (FORMER),5 INDUSTRIAL DRIVE,,ROCKINGHAM,VT,5101,1,WINDHAM,50025,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203819,NJ0000005843,VINELAND WAX SPECIALTIES,SOUTH BOULEVARD,,BUENA BOROUGH,NJ,8326,2,ATLANTIC,34001,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203827,NJ0000013797,"ACADEMY AUTO RECYCLING, INC",1 PARK PLACE,,LODI,NJ,7644,9,BERGEN,34003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,203847,NJ0000100792,EDWARD F. SEARS PROPERTY,ROUTE 9 (ONE BLOCK SOUTH OF JOB'S CREEK),,NEW GRETNA,NJ,8224,3,BURLINGTON,34005,,,N,Not on the NPL,N,"SI Start Needed"
2,203850,NJ0000104919,NY SUSQUEHANNA & WESTERN RR PROPERTY,44 B STATION ROAD,,SPARTA,NJ,7871,11,SUSSEX,34037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
2,203886,NJ0000200881,LAKES CONSTRUCTION COMPANY,208 TABERNACLE-MEDFORD LAKES ROAD,,TABERNACLE,NJ,8088,2,BURLINGTON,34005,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203885,NJ0000200899,HOLLY VILLAGE MOBILE HOMEPARK,SILVER RUN ROAD,,MILLVILLE,NJ,8332,2,CUMBERLAND,34011,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203883,NJ0000200980,G.J. REDNER INC,94/87 RINGWOOD INC,,WANAQUE,NJ,7465,5,PASSAIC,34031,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,202744,NJ0000204586,FORMER DAN'S AUTO REPAIR SERVICE,400 Wildwood Blvd.,,MIDDLE TOWNSHIP,NJ,8210,,,,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203909,NJ0000453514,ROUTE 561 DUMP,ROUTE 561,,GIBBSBORO,NJ,8026,1,CAMDEN,34007,39.83611,-74.958333,N,Proposed for NPL,N,
2,203920,NJ0000854323,PHELPS PETROLEUM,116 NORTH MAIN STREET,,WINDSOR,NJ,8561,4,MERCER,34021,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203255,NJ0000942060,FAIRFIELD CLEANERS,16 Little Falls Road ,,FAIRFIELD,NJ,7004,,,,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,203942,NJ0001015940,"L. SONNEBORNS SONS, INC.",1 RIVER ROAD,,NUTLEY,NJ,7110,11,ESSEX,34013,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,203943,NJ0001015957,PRINCESS LAUNDROMAT AND DRY CLEANING,RT 9 SOUTH,,BERKELEY TOWNSHIP,NJ,8721,13,OCEAN,34029,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,203947,NJ0001021708,ROYAL RECOVERY SYSTEMS,41 CLINTON STREET,,NEWARK,NJ,7104,13,ESSEX,34013,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
2,203948,NJ0001024769,INTERNATIONAL WIRE PRODUCTS CORP,301 GREENWOOD AVENUE,,MIDLAND PARKS,NJ,7432,5,BERGEN,34003,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,203964,NJ0001090398,SECOND STREET SITE,END OF SECOND STREET,,PERTH AMBOY,NJ,8861,6,MIDDLESEX,34023,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
2,203983,NJ0001118835,HAMILTON TOWNSHIP LANDFILL,SOMERS POINT - MAYS LANDING ROAD,,HAMILTON TWP,NJ,8330,2,ATLANTIC,34001,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,204003,NJ0001120799,UNITED STATES AVENUE BURN,UNITED STATES AVENUE,,GIBBSBORO,NJ,8026,1,CAMDEN,34007,39.834167,-74.963889,N,Currently on the Final NPL,N,
2,204030,NJ0001327733,GRAND STREET MERCURY,722 GRAND STREET,,HOBOKEN,NJ,7030,13,HUDSON,34017,40.746111,-74.034444,N,Deleted from the Final NPL,N,
2,204037,NJ0001360882,ICELAND COIN LAUNDRY AREA GW PLUME,1888 SOUTH DELSEA DRIVE,,VINELAND,NJ,8360,2,CUMBERLAND,34011,39.45725,-75.04725,N,Currently on the Final NPL,N,
2,204047,NJ0001406339,CANALE GRAVEL PIT,OCEAN HEIGHTS AVE,,EGG HARBOR TWONSHIP,NJ,8221,2,ATLANTIC,34001,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,204059,NJ0001412279,ATCO KNITTING MILLS,490 WHITE HORSE PIKE,,WATERFORD TWP,NJ,8004,,CAMDEN,34007,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,204092,NJ0001898055,PAVILION AVENUE FIELD,NORTH PAVILION AVENUE (NEAR TYLER),,RIVERSIDE,NJ,8075,3,BURLINGTON,34005,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
2,204097,NJ0001900281,FEDERAL CREOSOTE,VALERIE DRIVE & LOUISE DRIVE,,MANVILLE,NJ,8835,12,SOMERSET,34035,40.544444,-74.584167,N,Deleted from the Final NPL,N,
2,202938,NJ0001900430,FRANKLIN BURN SITE #1,MARSHALL MILL ROAD,,FRANKLIN TWP,NJ,8322,2,GLOUCESTER,34015,,,N,Site is Part of NPL Site,N,
2,204110,NJ0001998269,HARBORAGE AVENUE GROUND WATER CONTAMINATION,HARBORAGE AVENUE AND DOCKAGE ROAD,,BERKELEY TWP,NJ,8721,,OCEAN,34029,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
2,204125,NJ0002110500,MAGIC MARKER - SITE 2,325 NORTH WILLOW STREET,,TRENTON,NJ,8618,4,MERCER,34021,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
2,204128,NJ0002238970,INDUSTRIAL LIQUID CHEMICAL COMPANY (ILC),60 NEWTON AVENUE,,CAMDEN,NJ,8101,,CAMDEN,34007,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,204129,NJ0002239192,PRINCETON FARMS GROUNDWATER CONTAMINATION,MOORES MILL-MOUNT ROSE RD & HOWARD WAY,,HOPEWELL TWP,NJ,8534,,MERCER,34021,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,204161,NJ0002329217,MANAHAWKIN COIN LAUNDRY.,63 BAY AVENUE,,STAFFORD TOWNSHIP,NJ,8050,,OCEAN,34029,,,N,Not on the NPL,N,"SI Start Needed"
2,204169,NJ0002347334,FLEMINGTON FURS,8 SPRING ST.,,FLEMINGTON,NJ,8822,,HUNTERDON,34019,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
2,202977,NJ0141790006,GATEWAY NATIONAL RECREATIONAL AREA,GATEWAY NATIONAL REC AREA,,SANDY HOOK,NJ,7732,3,MONMOUTH,34025,,,N,Not on the NPL,Y,"NFRAP-Site does not qualify for the NPL based on existing information"
2,201160,NJ0170022172,NAVAL WEAPONS STATION EARLE (SITE A),TYLER LANE & TEXAS RD,,COLTS NECK,NJ,7722,4,MONMOUTH,34025,40.264581,-74.162919,N,Currently on the Final NPL,Y,
2,201162,NJ0570024018,MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN-COOKSTOWN ROAD,,WRIGHTSTOWN,NJ,8641,3,BURLINGTON,34005,40.018056,-74.593611,N,Currently on the Final NPL,Y,
2,202755,NJ0890090012,MIDDLESEX SAMPLING PLANT (USDOE),239 MOUNTAIN AVENUE,,MIDDLESEX,NJ,8846,12,MIDDLESEX,34023,40.569806,-74.493194,N,Currently on the Final NPL,Y,
2,202931,NJ1891837980,"W.R. GRACE & CO., INC./WAYNE INTERIM STORAGE SITE (USDOE)",868 BLACK OAK RIDGE ROAD,,WAYNE TOWNSHIP,NJ,7470,8,PASSAIC,34031,40.969014,-74.270327,N,Deleted from the Final NPL,Y,
2,202978,NJ1960011152,PRINCETON PLASMA PHYSICS LABOR,FORRESTAL CAMPUS,,PRINCETON,NJ,8544,4,MERCER,34021,,,N,Not on the NPL,Y,"Other Cleanup Activity: Federal Facility-Lead Cleanup"
